,id,name,age,nationality,overall,potential,club,value,wage,preferred_foot,international_reputation,skill_moves,position,joined,contract_valid_until,height,weight,release_clause
4152,228893,M. Guanini,22,Argentina,69,77,Gimnasia y Esgrima La Plata,1300,6,Right,1,2,CB,2015,2020-01-01,190.5,86.26,2300
4153,164637,J. Brix-Damborg,32,Denmark,69,69,Hobro IK,600,5,Right,1,2,RCM,2011,2020-01-01,182.88,77.18,750
4154,208158,F. Andrada,24,Argentina,69,75,Unión de Santa Fe,1500,7,Right,1,3,ST,2018,2020-01-01,180.34,76.272,2500
4155,236830,Z. Youssouf,18,France,69,81,FC Girondins de Bordeaux,1700,8,Left,1,3,CM,2017,2020-01-01,182.88,81.266,3600
4156,218656,S. Mockenhaupt,26,Germany,69,71,SV Wehen Wiesbaden,1100,4,Right,1,2,RCB,2017,2021-01-01,187.96,83.99,1600
4157,239136,N. Cozza,19,France,69,85,Montpellier HSC,2000,5,Left,1,2,CB,2017,2020-01-01,177.8,72.186,5300
4158,205089,M. Valoti,24,Italy,69,73,SPAL,1300,2,Right,1,3,CM,2016,2019-06-30,187.96,73.094,4585.060806
4159,235553,Y. Salmier,25,France,69,72,ESTAC Troyes,1100,8,Right,1,2,LCB,2016,2019-06-30,187.96,84.898,4585.060806
4160,223010,L. Morosini,22,Italy,69,75,Brescia,1400,2,Right,1,3,CAM,2018,2022-01-01,175.26,69.916,2500
4161,234018,Sandeiro Leal,30,Brazil,69,69,Paraná,1000,10,Right,1,3,CAM,2018,2021-01-01,187.96,76.272,1900
4162,188194,L. Ibáñez,29,Argentina,69,69,Trabzonspor,800,13,Left,1,3,LB,2016,2019-01-01,170.18,73.094,1600
4163,203043,M. O'Halloran,27,Scotland,69,69,Melbourne City FC,1100,7,Right,1,3,RW,2018,2020-01-01,180.34,78.996,1400
4164,205603,M. van Duinen,26,Netherlands,69,70,PEC Zwolle,1300,6,Right,1,3,ST,2018,2021-01-01,185.42,74.91,1900
4165,178211,R. Zwinkels,35,Netherlands,69,69,ADO Den Haag,250,2,Right,1,1,GK,2005,2020-01-01,185.42,79.904,375
4166,194851,F. Mazzeo,34,Italy,69,69,Foggia,550,2,Left,1,3,LS,2016,2019-01-01,177.8,77.18,880
4167,215332,C. Auzqui,27,Argentina,69,69,Club Atlético Huracán,1100,11,Right,1,3,RM,2016,2019-06-30,180.34,74.002,4585.060806
4168,221220,J. Quintero,23,Colombia,69,78,Deportivo Cali,1400,1,Right,1,2,CB,2013,2018-01-01,182.88,78.996,2200
4169,160292,B. Watson,32,England,69,69,Nottingham Forest,600,20,Right,2,3,CDM,2018,2020-01-01,180.34,79.904,1100
4170,244516,Gustavo Cascardo,21,Brazil,69,76,Vitória de Setúbal,1300,2,Right,1,3,RB,2018,2020-01-01,175.26,66.284,2900
4171,209701,J. Pelupessy,25,Netherlands,69,73,Sheffield Wednesday,1100,12,Right,1,2,RDM,2018,2020-01-01,172.72,63.106,2300
4172,169509,J. Fojut,30,Poland,69,69,Pogoń Szczecin,775,3,Right,1,2,CB,2015,2020-01-01,187.96,83.082,1000
4173,45605,M. Brighi,37,Italy,69,69,Empoli,325,5,Right,2,3,CM,2018,2019-01-01,177.8,77.18,585
4174,194085,L. Boussaha,30,France,69,69,Grenoble Foot 38,1000,4,Right,1,2,ST,2018,2019-01-01,177.8,77.18,1800
4175,209958,D. Bomheuer,27,Germany,69,70,MSV Duisburg,1000,4,Right,1,2,RCB,2015,2020-01-01,193.04,86.26,1700
4176,221990,Y. Cabral,26,Argentina,69,74,Atlético Tucumán,1200,9,Right,1,2,LCB,2016,2019-06-30,187.96,84.898,4585.060806
4177,234278,S. Breitkreuz,26,Germany,69,72,FC Erzgebirge Aue,1100,4,Right,1,2,CB,2018,2021-01-01,187.96,88.076,1800
4178,206631,K. Rowe,26,United States,69,70,New England Revolution,1200,4,Right,1,3,RM,2012,2022-01-01,172.72,69.916,1900
4179,230439,Roldão Riso,26,Brazil,69,69,Grêmio,925,12,Right,1,2,CDM,2018,2021-01-01,177.8,78.088,1700
4180,234279,C. Rizzuto,26,Germany,69,71,FC Erzgebirge Aue,1000,4,Right,1,3,RWB,2015,2019-01-01,170.18,73.094,1700
4181,204840,D. van Mieghem,28,Netherlands,69,69,De Graafschap,1100,5,Left,1,3,RS,2018,2020-01-01,170.18,68.1,1500
4182,221480,Y. Cabrera,27,Colombia,69,69,América de Cali,1100,1,Left,1,3,RAM,2018,2021-01-01,167.64,59.928,1500
4183,223016,S. Ay,26,Turkey,69,72,Atiker Konyaspor,1100,8,Right,1,2,CB,2010,2019-01-01,182.88,79.904,2300
4184,220969,N. Eliasson,22,Sweden,69,78,Bristol City,1600,17,Left,1,3,RM,2017,2020-01-01,177.8,72.186,3400
4185,232489,Y. Komai,26,Japan,69,70,Hokkaido Consadole Sapporo,1200,3,Right,1,3,RM,2018,2019-01-01,167.64,64.014,1600
4186,224810,S. Sparagna,23,France,69,75,Boavista FC,1200,4,Right,1,2,CB,2017,2020-01-01,185.42,82.174,2800
4187,210475,M. Prietl,26,Austria,69,71,DSC Arminia Bielefeld,1100,7,Right,1,2,RDM,2016,2021-01-01,187.96,78.996,1800
4188,211243,Nono,27,Spain,69,69,AD Alcorcón,1100,5,Right,1,3,LM,2017,2019-01-01,170.18,63.106,1800
4189,183339,J. Berget,27,Norway,69,69,New York City FC,1100,5,Right,1,3,ST,2018,2021-01-01,185.42,81.266,1700
4190,194091,M. Jacobs,26,England,69,69,Wigan Athletic,1100,24,Right,1,3,LM,2015,2020-01-01,175.26,74.002,2100
4191,204332,P. van Anholt,27,Netherlands,69,69,NAC Breda,875,5,Right,1,3,RB,2018,2020-01-01,170.18,69.916,1300
4192,209196,P. Ziereis,25,Germany,69,73,FC St. Pauli,1100,8,Right,1,2,RCB,2013,2019-01-01,187.96,82.174,1900
4193,233260,A. Vega,20,Mexico,69,83,Deportivo Toluca,2300,9,Right,1,3,RS,2016,2021-01-01,172.72,77.18,5400
4194,157741,S. Bentivoglio,33,Italy,69,69,Venezia FC,625,3,Right,1,2,CDM,2016,2022-01-01,182.88,74.91,969
4195,224045,Juan Muñoz,22,Spain,69,74,AD Alcorcón,1400,5,Right,1,3,ST,2018,2020-01-01,182.88,76.272,2400
4196,171565,Linares,35,Spain,69,69,CF Reus Deportiu,475,4,Right,1,2,ST,2018,2019-01-01,180.34,78.088,736
4197,230190,Renatao Baumer,34,Brazil,69,69,Vitória,300,6,Left,1,2,LB,2018,2021-01-01,177.8,76.272,570
4198,225584,Q. Cornette,24,France,69,72,Amiens SC,1300,8,Right,1,3,RM,2016,2020-01-01,172.72,74.91,2800
4199,230193,Carvamelinho,34,Brazil,69,69,Grêmio,300,12,Right,1,2,RB,2018,2021-01-01,177.8,74.91,540
4200,233265,R. Oudin,21,France,69,76,Stade de Reims,1500,7,Left,1,3,RM,2016,2021-01-01,185.42,78.996,3300
4201,236593,C. Stengs,19,Netherlands,69,84,AZ Alkmaar,2300,4,Left,1,4,RW,2016,2022-01-01,187.96,68.1,4800
4202,177969,I. González,33,Mexico,69,69,Club León,425,12,Left,1,2,CB,2010,2021-01-01,182.88,83.99,723
4203,205618,S. Walsh,23,Netherlands,69,74,SV Zulte-Waregem,1200,6,Right,1,3,RDM,2017,2020-01-01,180.34,73.094,1900
4204,223794,P. Schobesberger,24,Austria,69,71,SK Rapid Wien,1300,9,Right,1,3,LM,2014,2022-01-01,175.26,64.014,2000
4205,230194,Jaimosa Cavaco,30,Brazil,69,69,Vitória,750,6,Right,1,2,RB,2018,2021-01-01,167.64,59.928,1400
4206,233267,M. Turner,24,United States,69,77,New England Revolution,1200,3,Right,1,1,GK,2016,2021-01-01,190.5,78.996,1900
4207,171315,Alfaro,31,Spain,69,69,Córdoba CF,925,5,Right,1,3,RM,2016,2019-01-01,175.26,73.094,1400
4208,189235,J. Hegeler,30,Germany,69,69,Bristol City,775,18,Right,1,2,CB,2017,2019-01-01,193.04,86.26,1500
4209,232756,F. Tomori,20,England,69,80,Derby County,1600,13,Right,1,2,LCB,2015,2020-01-01,185.42,74.91,3400
4210,217653,H. Takahashi,30,Japan,69,69,Sagan Tosu,775,3,Right,1,2,RDM,2018,2018-01-01,182.88,74.91,969
4211,160309,A. Rivas,33,Colombia,69,69,América de Cali,425,1,Right,1,3,CDM,2017,2019-01-01,180.34,73.094,574
4212,235317,J. Mosquera,28,Colombia,69,69,Deportivo Cali,1100,2,Left,1,3,LM,2018,2021-01-01,185.42,78.088,1500
4213,207926,A. Linde,24,Sweden,69,74,Molde FK,1000,3,Right,1,1,GK,2015,2019-01-01,195.58,93.07,1300
4214,214582,C. Bonilla,25,Colombia,69,72,Al Fayha,925,7,Right,1,1,GK,2018,2019-01-01,187.96,79.904,1600
4215,171318,Diego Capel,30,Spain,69,69,Extremadura UD,1000,4,Left,2,3,LM,2018,2020-01-01,172.72,67.192,1600
4216,210743,Leandrinho,24,Brazil,69,74,Rio Ave FC,1400,4,Right,1,4,CAM,2016,2020-01-01,177.8,69.916,3100
4217,146487,Susaeta,33,Spain,69,69,Albacete BP,625,5,Right,1,3,RM,2017,2019-01-01,177.8,74.002,1000
4218,192567,M. Zimmermann,26,Germany,69,72,Fortuna Düsseldorf,1100,12,Right,1,2,RB,2018,2020-01-01,177.8,76.272,2000
4219,202040,E. Demir,28,Sweden,69,69,SV Zulte-Waregem,825,7,Left,1,3,LB,2018,2021-01-01,177.8,69.916,1200
4220,216376,Marco Sangalli,26,Spain,69,70,AD Alcorcón,1200,5,Right,1,3,RM,2017,2019-01-01,177.8,66.284,2100
4221,232505,T. Hayashi,35,Japan,69,69,Sanfrecce Hiroshima,250,3,Right,1,1,GK,2014,2021-01-01,187.96,87.168,313
4222,233785,R. Bormuth,22,Germany,69,77,Fortuna Düsseldorf,1300,11,Right,1,2,RCB,2016,2020-01-01,190.5,87.168,2700
4223,187705,E. Hernández,31,Mexico,69,69,Guadalajara,700,15,Left,1,3,LB,2016,2020-01-01,165.1,72.186,1200
4224,201530,B. Martella,25,Italy,69,71,Crotone,1100,2,Left,1,3,LM,2014,2019-01-01,182.88,78.088,1800
4225,204092,J. Blaswich,27,Germany,69,73,Heracles Almelo,925,3,Right,1,1,GK,2018,2021-01-01,193.04,88.076,1400
4226,229692,J. Huth,24,Germany,69,77,1. FSV Mainz 05,1200,8,Right,1,1,GK,2015,2020-01-01,185.42,79.904,2300
4227,211005,Jang Hyeon Soo,26,Korea Republic,69,70,FC Tokyo,1000,5,Right,1,2,RCB,2017,2019-01-01,187.96,77.18,1400
4228,149309,A. Rosati,35,Italy,69,69,Torino,250,9,Right,1,1,GK,2018,2019-01-01,195.58,81.266,425
4229,229949,Anderson Lopes,24,Brazil,69,74,FC Seoul,1400,4,Left,1,4,ST,2014,2018-01-01,185.42,82.174,1900
4230,202814,N. Byrne,26,England,69,72,Wigan Athletic,1100,22,Right,1,3,RM,2016,2019-01-01,172.72,69.916,2100
4231,135743,Alex Geijo,36,Spain,69,69,Venezia FC,375,2,Right,1,2,ST,2016,2021-01-01,187.96,81.266,581
4232,204863,Iván Sánchez,25,Spain,69,70,Elche CF,1200,4,Left,1,3,RM,2018,2019-01-01,175.26,64.014,2000
4233,158784,J. Carranza,37,Argentina,69,69,San Martin de Tucumán,70,3,Right,1,1,GK,2018,2023-01-01,187.96,88.076,102
4234,206145,B. Uphoff,24,Germany,69,74,Karlsruher SC,1000,3,Right,1,1,GK,2017,2019-01-01,193.04,83.99,1500
4235,217153,Wu Xi,29,China PR,69,69,Jiangsu Suning FC,1000,10,Right,1,3,LCM,2017,2020-01-01,180.34,74.91,2200
4236,170305,C. Skuse,32,England,69,69,Ipswich Town,600,5,Right,1,2,RDM,2013,2020-01-01,185.42,72.186,1100
4237,197954,G. Åsen,27,Norway,69,70,Tromsø IL,1200,3,Left,1,3,LCM,2015,2019-01-01,182.88,71.278,1600
4238,214594,M. Laba,26,Argentina,69,71,Estudiantes de La Plata,1100,7,Right,1,2,CDM,2018,2018-01-01,175.26,69.916,1700
4239,232514,G. Carabajal,26,Argentina,69,69,Patronato,1100,7,Right,1,3,RDM,2018,2019-01-01,177.8,74.91,1600
4240,184643,J. Villafaña,28,United States,69,69,Portland Timbers,825,4,Left,1,3,LB,2018,2021-01-01,175.26,68.1,1200
4241,163396,J. Vaughan,29,England,69,69,Wigan Athletic,1100,27,Right,1,3,ST,2018,2019-01-01,182.88,83.082,2000
4242,232004,J. Moya,25,Colombia,69,73,Independiente Santa Fe,1100,2,Right,1,2,CB,2016,2021-01-01,185.42,77.18,1700
4243,238660,N. Sangaré,24,Turkey,69,75,Antalyaspor,1200,7,Right,1,2,RB,2017,2020-01-01,185.42,72.186,2700
4244,184900,Kim Kwang Suk,35,Korea Republic,69,69,Pohang Steelers,250,3,Right,1,2,LCB,2002,2021-01-01,182.88,73.094,313
4245,194372,E. Taşkıran,28,Turkey,69,71,Atiker Konyaspor,875,7,Right,1,1,GK,2018,2020-01-01,190.5,83.082,1800
4246,213573,M. Gersbeck,23,Germany,69,77,Hertha BSC,1200,8,Left,1,1,GK,2013,2019-01-01,187.96,79.904,2200
4247,223045,U. Çiftçi,26,Turkey,69,72,Sivasspor,1100,7,Left,1,3,LB,2018,2023-01-01,180.34,73.094,2200
4248,230981,Lucas Galvão,27,Brazil,69,72,FC Ingolstadt 04,1100,11,Left,1,3,CB,2018,2021-01-01,182.88,77.18,1800
4249,235077,B. Riascos,23,Colombia,69,74,CD Nacional,1400,6,Right,1,3,ST,2018,2021-01-01,182.88,78.088,3100
4250,222278,Tang Miao,27,China PR,69,69,Guangzhou R&F; FC,875,7,Right,1,2,RB,2011,2021-01-01,177.8,74.002,1900
4251,229702,J. Mees,22,Germany,69,78,1. FC Union Berlin,1600,14,Right,1,3,LW,2018,2021-01-01,180.34,73.094,2900
4252,241990,O. Fernández,25,Colombia,69,72,Puebla FC,1300,4,Right,1,3,RCM,2017,2021-01-01,165.1,59.928,2300
4253,212807,K. Manneh,23,United States,69,76,FC St. Gallen,1500,7,Right,1,4,LM,2018,2019-01-01,175.26,68.1,2400
4254,230727,G. Larsonneur,21,France,69,80,Stade Brestois 29,1400,2,Right,1,1,GK,2017,2021-01-01,180.34,69.008,2800
4255,182856,E. Bourgaud,30,France,69,69,Red Star FC,1000,4,Left,1,3,RM,2018,2020-01-01,177.8,77.18,1800
4256,192328,P. Huspek,27,Austria,69,69,SK Sturm Graz,1100,10,Right,1,2,RM,2016,2020-01-01,172.72,69.008,1600
4257,220489,F. Scaglia,26,Italy,69,71,Cittadella,1100,2,Right,1,2,CB,2014,2023-01-01,190.5,88.076,1700
4258,170569,David Rodríguez,32,Spain,69,69,CA Osasuna,850,6,Right,1,3,ST,2017,2020-01-01,177.8,74.91,1400
4259,203850,C. Dibon,27,Austria,69,71,SK Rapid Wien,1000,8,Right,1,2,CB,2014,2020-01-01,182.88,78.996,1600
4260,237642,R. Petretta,21,Italy,69,83,FC Basel 1893,2100,8,Left,1,3,LB,2017,2022-01-01,175.26,69.916,4400
4261,173130,M. Scozzarella,30,Italy,69,69,Parma,975,18,Right,1,3,CM,2017,2019-01-01,175.26,64.922,1800
4262,241994,Y. Toyokawa,23,Japan,69,74,KAS Eupen,1400,6,Right,1,3,CF,2018,2020-01-01,170.18,64.014,2200
4263,216139,L. Bittante,24,Italy,69,70,Empoli,1000,6,Right,1,3,RB,2015,2019-01-01,182.88,74.91,1900
4264,157515,E. Velarde,32,Mexico,69,69,Monarcas Morelia,575,5,Left,1,2,LB,2018,2019-01-01,175.26,69.916,978
4265,162891,D. Jones,33,England,69,69,Sheffield Wednesday,625,13,Left,1,3,CM,2016,2019-01-01,182.88,79.904,1200
4266,172620,M. Cahais,30,Argentina,69,69,San Martin de Tucumán,775,6,Left,1,2,CB,2018,2023-01-01,185.42,79.904,1100
4267,203853,M. Sax,25,Austria,69,70,FK Austria Wien,1200,8,Right,1,4,RM,2018,2022-01-01,177.8,69.916,1900
4268,209485,A. Mühling,25,Germany,69,71,Holstein Kiel,1300,6,Right,1,3,RCM,2016,2021-01-01,185.42,83.99,2100
4269,211021,P. Bråtveit,22,Norway,69,76,FK Haugesund,1100,2,Right,1,1,GK,2013,2019-01-01,182.88,72.186,1600
4270,228173,Ricardo Lopes,27,Brazil,69,69,Jeonbuk Hyundai Motors,1100,6,Left,1,4,LM,2016,2019-01-01,182.88,78.088,1400
4271,236621,P. Hamel,24,France,69,74,FC Lorient,1400,5,Right,1,3,ST,2016,2021-01-01,185.42,67.192,2600
4272,174669,K. Mączyński,31,Poland,69,69,Legia Warszawa,700,5,Right,1,3,CDM,2017,2019-01-01,175.26,66.284,980
4273,208462,R. Pröpper,24,Netherlands,69,73,Heracles Almelo,1200,3,Right,1,2,CB,2016,2019-01-01,193.04,83.99,1800
4274,221774,Fernando Karanga,27,Brazil,69,70,Henan Jianye FC,1200,8,Right,1,3,LS,2018,2023-01-01,182.88,73.094,2700
4275,228174,C. Carter-Vickers,20,United States,69,84,Swansea City,2100,21,Right,1,2,CB,2016,2019-06-30,182.88,92.162,4585.060806
4276,187982,M. Dąbrowski,31,Poland,69,69,Zagłębie Lubin,700,4,Right,1,2,RCB,2018,2020-01-01,193.04,88.076,945
4277,230991,F. Picault,27,United States,69,69,Philadelphia Union,1100,4,Right,1,3,LM,2017,2018-01-01,172.72,64.014,1700
4278,229456,L. Dickmann,21,Italy,69,78,SPAL,1400,5,Right,1,3,RB,2014,2020-01-01,177.8,69.916,2800
4279,235088,Luis Pérez,23,Spain,69,77,CD Tenerife,1300,4,Right,1,3,RB,2017,2020-01-01,172.72,68.1,2400
4280,236624,A. Barkok,20,Germany,69,81,Fortuna Düsseldorf,1900,11,Right,1,4,RM,2016,2019-06-30,187.96,74.91,4585.060806
4281,223313,H. Arslan,29,Turkey,69,69,Sivasspor,825,7,Right,1,3,CAM,2013,2019-01-01,185.42,76.272,1700
4282,229201,A. Camargo,29,Argentina,69,69,CD Universidad de Concepción,1000,3,Right,1,2,RCM,2015,2023-01-01,175.26,68.1,1400
4283,234833,F. Müller,20,Germany,69,83,1. FSV Mainz 05,1900,6,Left,1,1,GK,2016,2022-01-01,193.04,84.898,4600
4284,207954,B. Behrendt,26,Germany,69,71,DSC Arminia Bielefeld,1100,7,Right,1,2,CB,2015,2020-01-01,187.96,84.898,1800
4285,222546,L. Zingerle,24,Germany,69,74,SC Paderborn 07,1000,4,Right,1,1,GK,2017,2019-01-01,185.42,78.088,1600
4286,223826,Mei Fang,28,China PR,69,69,Guangzhou Evergrande Taobao FC,850,8,Right,1,2,CB,2014,2018-01-01,182.88,74.002,1900
4287,228946,M. Svanberg,19,Sweden,69,84,Bologna,2300,7,Right,1,3,LM,2018,2023-01-01,185.42,77.18,5200
4288,189267,D. Bernhardt,32,Germany,69,69,VfR Aalen,600,1,Right,1,1,GK,2009,2021-01-01,187.96,84.898,870
4289,214356,J. Malagón,25,Colombia,69,76,Patriotas Boyacá FC,1200,1,Right,1,2,RCB,2018,2023-01-01,187.96,77.18,1900
4290,230228,Paulo Fajarda,26,Brazil,69,69,Cruzeiro,925,12,Right,1,2,CB,2018,2021-01-01,180.34,78.088,1800
4291,198230,Germán,31,Spain,69,69,Granada CF,700,5,Right,1,2,RCB,2017,2019-01-01,187.96,82.174,1100
4292,157270,Toché,35,Spain,69,69,Real Oviedo,475,5,Right,1,2,ST,2015,2019-01-01,185.42,78.088,760
4293,239446,Hélder Ferreira,21,Portugal,69,76,Vitória Guimarães,1500,4,Right,1,3,RM,2013,2021-01-01,180.34,69.916,3400
4294,223575,Rafael Costa,27,Brazil,69,70,Boavista FC,1200,4,Left,1,3,CM,2018,2020-01-01,182.88,78.996,2600
4295,227927,K. Walker-Peters,21,England,69,80,Tottenham Hotspur,1600,21,Right,1,3,RB,2015,2023-01-01,175.26,64.014,3200
4296,169815,C. Luna,36,Argentina,69,69,Club Atlético Tigre,375,6,Right,1,2,ST,2014,2019-01-01,177.8,82.174,563
4297,196952,J. Bidwell,25,England,69,72,Queens Park Rangers,1100,5,Left,1,2,LB,2016,2019-01-01,182.88,69.916,2100
4298,223064,F. Noguera,25,Argentina,69,74,Estudiantes de La Plata,1200,7,Right,1,2,LCB,2018,2018-01-01,193.04,97.156,1900
4299,241496,T. Weah,18,United States,69,85,Paris Saint-Germain,2200,16,Right,1,3,LM,2018,2020-01-01,185.42,66.284,5400
4300,179800,J. Paganoni,29,Mexico,69,69,Tiburones Rojos de Veracruz,800,4,Right,1,3,RB,2015,2021-01-01,170.18,64.922,1300
4301,184664,A. Collin,32,France,69,69,New York Red Bulls,600,4,Right,1,2,CB,2016,2018-01-01,187.96,86.26,900
4302,146521,Ripa,32,Spain,69,69,CD Numancia,575,5,Left,1,2,LB,2011,2019-01-01,177.8,73.094,920
4303,193369,Galán,32,Spain,69,69,CF Rayo Majadahonda,575,4,Right,1,2,RB,2018,2019-01-01,180.34,78.996,891
4304,214874,M. Bolados,22,Chile,69,76,Universidad Católica,1500,4,Right,1,3,RW,2016,2018-12-31,167.64,72.186,4585.060806
4305,230490,Sandro Maceira,26,Brazil,69,69,Atlético Paranaense,1100,7,Right,1,3,CAM,2018,2018-01-01,177.8,74.002,2100
4306,191834,N. Al Shamrani,34,Saudi Arabia,69,69,Al Shabab,550,17,Right,2,2,RS,2017,2019-01-01,175.26,69.916,908
4307,199516,R. Holmes,31,England,69,69,Oxford United,925,7,Right,1,3,LM,2016,2019-06-30,172.72,74.91,4585.060806
4308,215388,J. Cordoval,28,France,69,69,ESTAC Troyes,825,5,Right,1,2,RB,2016,2019-01-01,167.64,67.192,1500
4309,191068,G. Zigoni,27,Italy,69,70,Venezia FC,1200,3,Right,1,3,LS,2018,2020-01-01,187.96,79.904,2000
4310,198749,J. Corona,27,United States,69,69,Club América,1100,10,Right,1,3,CM,2016,2019-05-31,177.8,72.186,4585.060806
4311,202077,W. Bruin,28,United States,69,69,Seattle Sounders FC,1100,5,Right,1,2,ST,2016,2019-01-01,187.96,88.076,1600
4312,222557,J. Glad,21,United States,69,77,Real Salt Lake,1300,3,Right,1,2,LCB,2014,2019-01-01,185.42,72.186,2300
4313,207454,P. Rodríguez,28,Argentina,69,69,Moreirense FC,1100,4,Right,1,3,LW,2018,2021-01-01,170.18,59.928,2200
4314,227678,E. Konsa,20,England,69,80,Brentford,1600,13,Right,1,2,RCB,2018,2021-01-01,182.88,77.18,3400
4315,189278,L. Murphy,28,England,69,69,Bolton Wanderers,1000,6,Right,1,3,CM,2018,2020-01-01,185.42,74.002,2000
4316,207711,Chuli,27,Spain,69,70,Extremadura UD,1200,11,Left,1,3,LS,2016,2019-06-30,170.18,59.02,4585.060806
4317,233055,D. Suzuki,28,Japan,69,69,Kashiwa Reysol,850,5,Right,1,2,RCB,2018,2021-01-01,182.88,74.002,1100
4318,216416,J. Gyamerah,23,Germany,69,77,VfL Bochum 1848,1300,7,Right,1,3,RCB,2013,2019-01-01,182.88,77.18,2400
4319,224608,Cai Huikang,28,China PR,69,69,Shanghai SIPG FC,850,8,Right,1,2,CM,2005,2020-01-01,182.88,82.174,1900
4320,228961,M. Pittón,23,Argentina,69,74,Unión de Santa Fe,1400,6,Right,1,3,LCM,2015,2020-01-01,175.26,69.916,2200
4321,101473,T. Kuszczak,36,Poland,69,69,Birmingham City,140,6,Right,2,1,GK,2015,2019-01-01,190.5,83.99,266
4322,187489,D. Meyler,29,Republic of Ireland,69,69,Reading,825,15,Right,1,2,CDM,2018,2020-01-01,190.5,81.266,1600
4323,214882,J. Czerwiński,26,Poland,69,70,Piast Gliwice,1000,4,Right,1,2,RCB,2018,2021-01-01,182.88,74.91,1500
4324,192354,R. Vilchis,28,Mexico,69,69,Monarcas Morelia,1100,6,Right,1,3,LM,2016,2021-01-01,165.1,66.284,1800
4325,203363,G. Valsvik,25,Norway,69,73,Eintracht Braunschweig,1100,3,Left,1,2,LCB,2016,2020-01-01,195.58,91.254,1700
4326,165219,J. Hobbs,29,England,69,69,Bolton Wanderers,825,6,Right,1,2,RCB,2018,2019-01-01,190.5,84.898,1600
4327,186979,I. Jiménez,28,Mexico,69,69,Tigres U.A.N.L.,825,22,Right,1,3,RB,2008,2021-01-01,175.26,71.278,1300
4328,191843,A. Al Khaibari,32,Saudi Arabia,69,69,Al Hilal,600,15,Right,1,2,CDM,2016,2019-01-01,177.8,73.094,1000
4329,200292,J. Lowe,26,England,69,71,Bolton Wanderers,1100,5,Right,1,2,LDM,2018,2020-01-01,175.26,79.904,2100
4330,171364,E. Castillo,31,United States,69,69,Colorado Rapids,700,18,Left,1,3,LB,2016,2018-12-31,170.18,77.18,4585.060806
4331,177508,P. Klandt,34,Germany,69,69,1. FC Nürnberg,425,8,Right,1,1,GK,2018,2019-01-01,182.88,81.266,765
4332,245348,Farley,24,Brazil,69,73,Ettifaq FC,1400,12,Right,1,3,LM,2018,2019-01-01,177.8,64.922,2400
4333,205669,Luís Martins,26,Portugal,69,70,GD Chaves,1000,5,Left,1,3,LB,2018,2020-01-01,177.8,67.192,2200
4334,111206,S. Riether,35,Germany,69,69,FC Schalke 04,230,9,Right,2,2,RB,2015,2019-01-01,175.26,72.186,391
4335,223335,L. Diarte,25,Argentina,69,74,San Martin de Tucumán,1200,5,Left,1,2,LB,2018,2019-01-01,175.26,73.094,1800
4336,226407,G. Bojanich,33,Argentina,69,69,Argentinos Juniors,425,6,Right,1,2,LCB,2018,2019-01-01,190.5,84.898,616
4337,228711,B. Mansilla,21,Argentina,69,84,Racing Club,2300,7,Left,1,3,LM,2015,2019-01-01,180.34,78.996,4900
4338,229991,Fran Villalba,20,Spain,69,79,CD Numancia,1700,11,Right,1,3,LCM,2016,2019-06-30,167.64,64.922,4585.060806
4339,169575,L. Peltier,31,England,69,69,Cardiff City,700,19,Right,1,2,RB,2015,2020-01-01,177.8,73.094,1400
4340,173415,M. Knaller,31,Austria,69,69,FC Ingolstadt 04,650,9,Right,1,1,GK,2017,2019-01-01,193.04,86.26,1000
4341,195687,Baena,29,Spain,69,69,Melbourne Victory,825,5,Right,1,2,CDM,2016,2019-05-31,180.34,72.186,4585.060806
4342,210280,P. Ziegler,28,Germany,69,69,Western Sydney Wanderers,850,5,Right,1,2,CB,2018,2021-01-01,187.96,78.996,1100
4343,189544,S. Wangberg,27,Norway,69,72,Tromsø IL,1100,3,Right,1,2,CB,2014,2021-01-01,187.96,84.898,1400
4344,205929,N. Thomsen,25,Denmark,69,71,FC København,1300,9,Right,1,3,LM,2017,2021-01-01,180.34,74.91,1800
4345,9833,D. Boer,37,Netherlands,69,69,PEC Zwolle,70,3,Right,1,1,GK,2017,2019-01-01,193.04,88.984,102
4346,220522,D. Hernández,25,Colombia,69,70,San Lorenzo de Almagro,1200,9,Left,1,3,RM,2018,2019-01-01,175.26,64.922,2000
4347,187498,J. Jantscher,29,Austria,69,69,SK Sturm Graz,1000,11,Right,1,3,LM,2007,2021-01-01,180.34,71.278,1500
4348,210028,W. Bakhashwain,28,Saudi Arabia,69,69,Al Wehda,850,11,Right,1,3,LDM,2018,2020-01-01,175.26,66.284,1400
4349,213612,H. Aiesh,23,Sweden,69,74,Östersunds FK,1400,3,Right,1,3,LW,2015,2020-01-01,180.34,72.186,1900
4350,167532,A. Aldrete,30,Mexico,69,69,Cruz Azul,750,11,Left,1,3,LB,2016,2023-01-01,177.8,74.91,1300
4351,193900,J. Hunt,27,England,69,69,Bristol City,875,18,Right,1,3,RB,2018,2021-01-01,175.26,71.278,1700
4352,215149,L. Ceballos,31,Argentina,69,69,Patronato,700,7,Right,1,3,RB,2018,2019-01-01,165.1,67.192,1000
4353,226157,Javi Muñoz,23,Spain,69,76,Real Oviedo,1500,9,Right,1,3,CM,2016,2019-06-30,175.26,74.91,4585.060806
